drugbank_id,drug_name
DB18461,ibp-1118
DB18462,saltikva
DB18463,narmafotinib
DB18464,esuberaprost
DB18465,kio-301
DB18466,nmd-670
DB18467,ht-kit
DB18468,gildeuretinol
DB18469,vg161
DB18470,uv1
DB18471,pt886
DB18472,pt217
DB18473,asp-2138
DB18474,emerfetamab
DB18475,isb 1442
DB18476,vbi-1901
DB18477,heat stable ricin vaccine
DB18478,rodatristat
DB18479,rodatristat ethyl
DB18480,roseburia hominis
DB18481,avasopasem
DB18482,malp-2
DB18483,"heparan-n-sulfatase (human, recombinant)"
DB18484,dotmp sm-153
DB18485,alt-p1
DB18486,ei-1071
DB18487,kt-253
DB18488,dmp-777
DB18489,elenestinib
DB18490,aficamten
DB18491,lti-03
DB18492,cpo-107
DB18493,cerium dioxide
DB18494,gtb-3550
DB18495,kn-001
DB18496,bcx10013
DB18497,apr-2020
DB18498,bbp-671
DB18499,stp-707
DB18500,trk-250
DB18501,isp-001
DB18503,rag-17
DB18504,actx-401
DB18505,ceb-01
DB18506,ea-2353
DB18507,alflorex
DB18508,sodium arsenite
DB18509,arsenite ion
DB18510,kus-121 free acid
DB18511,ap-001
DB18512,diavacs
DB18513,mdr-101
DB18514,dsp-5336
DB18515,revumenib
DB18516,chromium histidinate
DB18517,salcaprozic acid
DB18518,crinecerfont
DB18519,autologous killer cell
DB18520,hmi-203
DB18521,autologous pancreatic islets
DB18522,interferon alfa-1b
DB18523,rhenium (186-re) obisbemeda
DB18524,autologous skin culture
DB18525,ntla-2001
DB18526,lusacomfar alfa
DB18527,jak4d
DB18528,adze-1.17-cd40l
DB18529,"methionine sulfoximine, (s)-"
DB18530,bifidobacterium spp.
DB18531,rhcc10
DB18532,lactobacillus brevis
DB18533,liprotamase lipase
DB18534,mul001
DB18535,lb-p8
DB18536,luminol
DB18537,vb-310
DB18538,cer-001
DB18539,vb-309
DB18540,vb-311
DB18541,vb-313
DB18542,vb-312
DB18543,cytochrome c
DB18544,snp-acth (1-39)
DB18545,tildacerfont
DB18546,denguecide
DB18547,sig-207
DB18548,sig-205
DB18549,asp-7317
DB18550,ttx-sipdl1
DB18551,gsbr-1290
DB18552,qxl138am
DB18553,ossm-007
DB18554,mrna-3745
DB18555,amt-101
DB18556,modified cholera toxin a subunit
DB18557,modified cholera toxin b subunit
DB18558,ux053
DB18559,pvx-410 component xbp1 us184-192(yispwilav)
DB18560,pvx-410 component xbp1 sp367-375 (ylfpqlisv)
DB18561,pvx-410 component cs1 239-247(slfvlglfl)
DB18562,pvx-410 component cd138 260-268(glvglifav)
DB18563,pemtumomab
DB18564,yt-001
DB18565,ergidina
DB18566,mb-107
DB18567,b7-h3-specific chimeric antigen receptor t cells
DB18568,cll1-cd33 compound chimeric antigen receptor t cells
DB18569,pa3-17
DB18570,isb 2001
DB18571,dcvac/ovca
DB18572,pep0101
DB18573,"1,​2-​dioleoyl-​sn-​glycero-​3-​phospho-​l-​serine"
DB18574,bea-17
DB18575,spl84-23-1
DB18576,ab-g023
DB18577,trk-001
DB18578,brigimadlin
DB18579,etx101
DB18580,pbft02
DB18581,pbgm01
DB18582,scaav9.u7.acca
DB18583,ctr-107
DB18584,csic002
DB18585,bj-001
DB18586,recombinant human placental growth factor (plgf-131)
DB18587,zelpultide alfa
DB18588,denatonium
DB18589,2g7
DB18590,gym329
DB18591,lmb-100
DB18592,afamitresgene autoleucel
DB18593,recombinant neuroglobin
DB18594,ngn-401
DB18595,fcr001
DB18596,m1-c6v1
DB18597,timolumab
DB18598,inh-a21
DB18599,tsha-102
DB18600,dm-1157
DB18601,alpha-1-acid glycoprotein
DB18602,perenostobart
DB18603,appd
DB18604,tpx-4589
DB18605,ect204
DB18606,isth0036
DB18607,sulfobutylether-beta-cyclodextrin
DB18608,sapablursen
DB18609,vca-894a
DB18610,p-42 peptide
DB18611,pas-004
DB18612,idua-rtb
DB18613,prg-a01
DB18614,st266
DB18615,vgb-r04
DB18616,aav9/mfsd8
DB18617,wu-cart-007
DB18618,givastomig
DB18619,sonesitatug vedotin
DB18620,aoc 1001
DB18621,aoc-1020
DB18622,abbv-011
DB18623,prizloncabtagene autoleucel
DB18624,vor33
DB18625,ctx120
DB18626,ctx110
DB18627,ctx130
DB18628,ttx-mc138
DB18629,ab-201
DB18630,allogeneic natural killer cells
DB18631,avr-rd-05
DB18632,"1-(3-fluoro-4-(7-(5-methyl-1h-imidazol-2-yl)-1-oxo-2,3-dihydro-1h-isoindo-1-4-yl)-phenyl)-3-(3-trifluoromethyl-phenyl)-urea"
DB18633,uttroside b
DB18634,vasoactive intestinal peptide
DB18635,microbial collagenase
DB18636,sln500
DB18637,cynk-101
DB18638,clz-2002
DB18639,zedenoleucel
DB18640,allo-715
DB18641,allo-605
DB18642,otl-102
DB18643,otl-203
DB18644,avr-rd-04
DB18646,divesiran
DB18647,allogenic fetal mesenchymal stem cells
DB18648,maat013
DB18649,prosetin
DB18650,atir101
DB18651,allogeneic human pancreatic islets of langerhans
DB18652,tum012
DB18653,sscart-19 cells
DB18654,epidermal growth factor receptor variant iii (egfrviii) chimeric antigen receptor t cells
DB18655,autologous cd4+cd25hifoxp3+regulatory t cells
DB18656,hub-101
DB18657,parpi f-18
DB18658,canvuparatide
DB18659,avoplacel
DB18660,ex vivo expanded autologous human corneal epithelial cells containing stem cells
DB18661,influenza a virus a/norway/31694/2022 (h1n1) live (attenuated) antigen
DB18662,rugonersen
DB18663,amp-201
DB18664,bgt-dtds
DB18665,psoralen
DB18666,hg004
DB18667,bg1805
DB18668,bbt-877
DB18669,rgg0853
DB18670,sm-1997
DB18671,ndx-3315
DB18672,suratadenoturev
DB18673,xen-d0501
DB18674,acimtamig
DB18675,ozekibart
DB18676,palopegteriparatide
DB18677,ulefnersen
DB18678,dnl343
DB18679,autologous adipose-derived stromal vascular fraction cells
DB18680,lovotibeglogene autotemcel
DB18681,autologous cd34+ hematopoietic stem and progenitor cells expressing adenosine deaminase
DB18683,apg-157
DB18684,recombinant human insulin-like growth factor 1
DB18685,whey
DB18686,mbp134
DB18687,edit-101
DB18688,cellspan esophageal implant
DB18689,gdp-l-fucose
DB18690,tz-101
DB18691,rovaleucel
DB18692,inbreath airway transplant system
DB18693,rwj-800088
DB18694,isa101b
DB18695,metelimumab
DB18696,chf5633
DB18697,rc88
DB18698,cu-67 sartate
DB18699,hlx-58
DB18700,tn-201
DB18701,"chikungunya vaccine (live, attenuated)"
DB18702,shr-a1904
DB18703,hrs-1167
DB18704,efbemalenograstim alfa
DB18705,sars-cov-2 virus recombinant spike (s) protein receptor binding domain (rbd) fusion heterodimer (b.1.351-b.1.1.7 strains)
DB18706,emraclidine
DB18707,avl-3288
DB18708,alogabat
DB18709,ropsacitinib
DB18710,abbv-706
DB18711,taletrectinib
DB18712,berdazimer
DB18713,recombinant stabilized rsv a prefusion f antigen
DB18714,recombinant stabilized rsv b prefusion f antigen
DB18715,tolebrutinib
DB18716,enmetazobactam
DB18717,graphite
DB18718,afimkibart
DB18719,tulisokibart
DB18720,pemivibart
DB18721,certepetide
DB18722,dilanubicel
DB18723,cambritaxestat
DB18724,raav1-cb-haat
DB18725,cevidoplenib
DB18726,cn-201
DB18727,hh-009
DB18728,olezarsen
DB18729,neoarsphenamine
DB18730,htpep-001
DB18731,pegulicianine
DB18732,irpagratinib
DB18733,bvx-001
DB18734,calpurbatug
DB18735,apl-030
DB18736,celastrol
DB18737,procinonide
DB18738,ciprocinonide
DB18739,mrna-1345
DB18740,nogapendekin alfa
DB18742,spg601
DB18743,bi104
DB18744,glecirasib
DB18745,safusidenib
DB18746,ocifisertib
DB18747,ms1901
DB18748,lixumistat
DB18749,soquelitinib
DB18750,influenza a virus a/california/122/2022 san-022 (h3n2) antigen (formaldehyde inactivated)
DB18751,donidalorsen
DB18752,indotecan
DB18753,sonrotoclax
DB18754,excindogen
DB18755,monepantel
DB18756,diaminopyrimidine oxide
DB18757,cl-315555
DB18758,cl-315585
DB18759,apd-209
DB18760,11c-amt
DB18761,zotarolimus
DB18762,zongertinib
DB18763,zipalertinib
DB18764,zamtocabtagene autoleucel
DB18765,zamaporvint
DB18766,zalunfiban
DB18767,zabedosertib
DB18768,yimitasvir
DB18769,gemlapodect
DB18770,gartisertib
DB18771,frunexian
DB18772,fosciclopirox
DB18773,flurpiridaz f-18
DB18774,ficonalkib
DB18775,evenamide
DB18776,(r)-etodolac
DB18777,sacituzumab tirumotecan
DB18778,lusvertikimab
DB18779,vepafestinib
DB18780,xp-102
DB18781,vutiglabridin
DB18782,vonafexor
DB18783,velmupressin
DB18784,vebicorvir
DB18785,varoglutamstat
DB18786,apx-3330
DB18787,ulonivirine
DB18788,ulixacaltamide
DB18790,tuvusertib
DB18791,tunlametinib
DB18792,treprostinil palmitil
DB18793,trelanserin
DB18794,trazpiroben
DB18795,traxoprodil
DB18796,tinodasertib
DB18797,tilpisertib fosmecarbil
DB18798,tilpisertib
DB18799,tigulixostat
DB18800,tigilanol tiglate
DB18801,yttrium y-90 epratuzumab tetraxetan
DB18802,tetradecylthioacetic acid
DB18803,technetium (99mtc) trofolastat chloride
DB18804,tepilamide fumarate
DB18805,tenofovir amibufenamide
DB18806,temuterkib
DB18807,tbaj-876
DB18808,tas-303
DB18809,rocatinlimab
DB18810,tarafenacin
DB18811,taminadenant
DB18812,sovesudil
DB18813,solasodine
DB18814,slc-391
DB18815,slc-0111
DB18816,sivopixant
DB18817,simufilam
DB18818,opevesostat
DB18819,ompenaclid
DB18820,odm-207
DB18821,obeldesivir
DB18822,tk-112690
DB18823,zemirciclib
DB18824,aldumastat
DB18825,flutafuranol f-18
DB18826,flotegatide (18f)
DB18827,fapi-46 ga-68
DB18828,coco diethanolamide
DB18829,abg-023
DB18830,rct1100
DB18831,gxc-301
DB18832,ism6631
DB18833,vudalimab
DB18834,ensitrelvir
DB18835,amlitelimab
DB18836,ziltivekimab
DB18837,unasnemab
DB18838,acapatamab
DB18839,tidutamab
DB18840,allitinib
DB18841,sutetinib
DB18842,avizakimab
DB18843,sonelokimab
DB18844,befotertinib
DB18845,socazolimab
DB18846,depemokimab
DB18847,deuruxolitinib
DB18848,domvanalimab
DB18849,sasanlimab
DB18850,elsubrutinib
DB18851,rosnilimab
DB18852,nofazinlimab
DB18853,ragifilimab
DB18854,etigilimab
DB18855,povorcitinib
DB18856,plutavimab
DB18857,farletuzumab ecteribulin
DB18858,fianlimab
DB18859,finotonlimab
DB18860,galegenimab
DB18861,gatipotuzumab
DB18862,giloralimab
DB18863,ginisortamab
DB18864,litifilimab
DB18865,naporafenib
DB18866,nemtabrutinib
DB18867,zinlirvimab
DB18868,zeluvalimab
DB18869,xeligekimab
DB18870,netakimab
DB18871,vobramitamab duocarmazine
DB18872,vibecotamab
DB18873,pacmilimab
DB18874,peresolimab
DB18875,ubamatamab
DB18876,camoteskimab
DB18877,clesrovimab
DB18878,divozilimab
DB18879,alintegimod
DB18880,allisartan isoproxil
DB18881,anitocabtagene autoleucel
DB18882,avenciguat
DB18883,benapenem
DB18884,brogidirsen
DB18885,bexicaserin
DB18886,cadisegliatin
DB18887,cagrilintide
DB18888,camonsertib
DB18889,dazostinag
DB18890,depulfavirine
DB18891,venanprubart
DB18892,zigakibart
DB18893,volrustomig
DB18894,visugromab
DB18895,verzistobart
DB18896,vamikibart
DB18897,bi-187004
DB18898,pyrifazimine
DB18899,jnj-39758979
DB18900,astx-029
DB18901,incb-086550
DB18902,bms-770767
DB18903,orc-13661
DB18904,mk-8777
DB18905,abiraterone decanoate
DB18906,mg-4101
DB18907,anc-501
DB18908,selonabant
DB18909,apelin
DB18910,adl-5859
DB18911,tbi-223
DB18912,carbapenem
DB18913,cardiopet
DB18914,tifcemalimab
DB18915,cefetamet pivoxil
DB18916,teropavimab
DB18917,edecesertib
DB18918,elzovantinib
DB18919,sibeprenlimab
DB18920,semzuvolimab
DB18921,lacripep
DB18922,rulonilimab
DB18923,ertumaxomab
DB18924,fazpilodemab
DB18925,sunvozertinib
DB18926,frexalimab
DB18927,suzetrigine
DB18928,gefurulimab
DB18929,zilebesiran
DB18930,ichorcumab
DB18931,ivonescimab
DB18932,acasunlimab
DB18933,izuralimab
DB18934,barzolvolimab
DB18935,burfiralimab
DB18936,licaminlimab
DB18937,tarcocimab tedromer
DB18938,pulocimab
DB18939,livmoniplimab
DB18940,lonigutamab
DB18941,posdinemab
DB18942,lorigerlimab
DB18943,ponsegromab
DB18944,plamotamab
DB18945,mapatumumab
DB18946,nurulimab
DB18947,ociperlimab
DB18948,petosemtamab
DB18949,ongericimab
DB18950,caricotamide
DB18951,cedirogant
DB18952,beludavimab
DB18953,cemdomespib
DB18954,tak-071
DB18955,sunobinop
DB18956,clesacostat
DB18957,lorundrostat
DB18958,cvn-424
DB18959,methylcantharidimide
DB18960,dalosirvat
DB18961,minzasolmin
DB18962,danicamtiv
DB18963,mitiperstat
DB18964,orforglipron
DB18965,daphnetin
DB18966,darigabat
DB18967,ebvaciclib
DB18968,elinzanetant
DB18969,elzasonan
DB18970,enavogliflozin
DB18971,palazestrant
DB18972,pimicotinib
DB18973,epaminurad
DB18974,pirmitegravir
DB18975,pomotrelvir
DB18976,veligrotug
DB18977,veverimer
DB18978,vilamakitug
DB18979,relmacabtagene autoleucel
DB18980,rezatapopt
DB18981,rifasutenizol
DB18982,saruparib
DB18983,sevasemten
DB18984,sudapyridine
DB18985,troplasminogen alfa
DB18986,tobevibart
DB18987,tobemstomig
DB18988,tegileridine
DB18989,survodutide
DB18990,stapokibart
DB18991,rilvegostomig
DB18992,rezpegaldesleukin
DB18993,retatrutide
DB18994,remternetug
DB18995,rademikibart
DB18996,povetacicept
DB18997,plozasiran
DB18998,pemvidutide
DB18999,pegtarviliase
DB19000,nelmastobart
DB19001,olpasiran
DB19002,narlumosbart
DB19003,mivelsiran
DB19004,bms-741672
DB19005,agi-134
DB19006,vepdegestrant
DB19007,bms-986251
DB19008,d3s-001
DB19009,lunsekimig
DB19010,supinoxin
DB19011,lepunafusp alfa
DB19012,efruxifermin
DB19013,insulin efsitora alfa
DB19014,imdusiran
DB19015,forimtamig
DB19016,equecabtagene autoleucel
DB19017,eltrekibart
DB19018,elebsiran
DB19019,ecnoglutide
DB19020,bovhyaluronidase azoximer
DB19021,bevonescein
DB19022,l-377202
DB19023,chiglitazar
DB19024,da-8031
DB19025,dazodalibep
DB19026,.gamma.-brain natriuretic peptide
DB19027,arterolane
DB19028,atamparib
DB19029,atuliflapon
DB19030,atuzaginstat
DB19031,azafenidin
DB19032,bavdegalutamide
DB19033,befiradol
DB19034,mevidalen
DB19035,bersacapavir
DB19036,mizagliflozin
DB19037,cofirasersen
DB19038,narazaciclib
DB19039,navocaftor
DB19040,nelonicline
DB19041,elimusertib
DB19042,orismilast
DB19043,imlunestrant
DB19044,irsenontrine
DB19045,lartesertib
DB19046,lazuvapagon
DB19047,leflutrozole
DB19048,bnc-210
DB19049,ip-2018
DB19050,bemnifosbuvir
DB19051,zandatrigine
DB19052,ch-1504 l-isomer
DB19053,udifitimod
DB19054,deudextromethorphan
DB19055,deudomperidone
DB19056,deupirfenidone
DB19057,deutarserine
DB19058,iclepertin
DB19059,iltamiocel
DB19060,lomvastomig
DB19061,nezastomig
DB19062,pegozafermin
DB19063,erzotabart
DB19064,danburstotug
DB19065,renvistobart
DB19066,belrestotug
DB19067,vis-410
DB19068,imt-288
DB19069,becotatug
DB19070,aklavine
DB19071,lerodalcibep
DB19072,letolizumab
DB19073,levotofisopam
DB19074,ligustrazine
DB19075,krn-330
DB19076,lilotomab
DB19077,aminoflavone
DB19078,ensovibep
DB19079,fepixnebart
DB19080,freneslerbart
DB19081,izokibep
DB19082,botulinum toxin type e
DB19083,mescaline
DB19084,metacavir
DB19085,novolimus
DB19086,oridonin
DB19087,shigella sonnei strain 53g
DB19088,asundexian
DB19089,propionibacterium acnes
DB19090,baxdrostat
DB19091,bleomycin a2
DB19092,modified vaccinia virus ankara-85a antigen
DB19093,lactobacillus crispatus strain ctv-05
DB19094,dimepheptanol
DB19095,elivaldogene tavalentivec
DB19096,verekitug
DB19097,thr-184
DB19098,pegsitacianine
DB19099,mazdutide
DB19100,gotistobart
DB19101,bosakitug
DB19102,adrenomedullin
DB19103,simoladagene autotemcel
DB19104,upinitatug rilsodotin
DB19105,tivanisiran
DB19106,drozitumab
DB19107,rivogenlecleucel
DB19108,sph-3127
DB19109,isuzinaxib
DB19110,jnj-55308942
DB19111,ker-047
DB19112,kisspeptin
DB19113,fosclevudine alafenamide
DB19114,ea-230
DB19115,"lactide, l-"
DB19116,trimethylene carbonate
DB19117,lapuleucel-t
DB19118,tuparstobart
DB19119,timbetasin
DB19120,sotevtamab
DB19121,redasemtide
DB19122,nisin z
DB19123,enzalutamide d3
DB19124,genipin
DB19125,giredestrant
DB19126,r906289
DB19127,radotermin
DB19128,ralmitaront
DB19129,inupadenant
DB19130,relmapirazin
DB19131,remlarsen
DB19132,renadirsen
DB19133,rezvilutamide
DB19134,ropanicant
DB19135,sanfetrinem cilexetil
DB19136,scarlet red
DB19137,batoprotafib
DB19138,suplatast
DB19139,suvecaltamide
DB19140,evexomostat
DB19141,tetraarsenic tetrasulfide
DB19142,tanfanercept
DB19143,pf-07038124
DB19144,technetium tc-99m maraciclatide
DB19145,baltaleucel-t
DB19146,"limonene, (+/-)-"
DB19147,mecapegfilgrastim
DB19148,nuc-7738
DB19149,nyx-2925
DB19150,arketamine
DB19151,arasertaconazole
DB19152,pyrrolidone
DB19153,mk-8189
DB19154,mocemestrocel
DB19155,nalotimagene carmaleucel
DB19156,ovemotide
DB19157,zirconium (89zr) crefmirlimab berdoxam
DB19158,p-boronophenylalanine
DB19159,pyrrolizidine
DB19160,quemliclustat
DB19161,pudexacianinium
DB19162,(r)-propafenone
DB19163,pf-06835919
DB19164,phenazepam
DB19165,pirepemat
DB19166,pixatimod
DB19167,poloxamine 1304
DB19168,dexamethasone palmitate
DB19169,pamapimod
DB19170,pemrametostat
DB19171,ectoine
DB19172,emoxypine
DB19173,gamma cyclodextrin
DB19174,emi-137
DB19175,hyaluronic acid (non-animal stabilized)
DB19176,boclatixafortide gallium ga-68
DB19177,pxs-4728a free base
DB19178,osu-6162
DB19179,luxeptinib
DB19180,nv-5138
DB19181,er-176 c-11
DB19182,dapiglutide
DB19183,onvitrelin ucalontide
DB19184,cv-8102
DB19185,bifikafusp alfa
DB19186,gonyautoxin ii
DB19187,gonyautoxin iii
DB19188,cenplacel-l
DB19189,dpa-714 f-18
DB19190,londamocitinib
DB19191,valiltramiprosate
DB19192,methylone
DB19193,cfg-920
DB19194,avx-001
DB19195,navafenterol
DB19196,minigastrin
DB19197,efepoetin alfa
DB19198,substance p
DB19199,abbv-744
DB19200,luvixasertib
DB19201,tamnorzatinib
DB19202,acoltremon
DB19203,azd-7268
DB19204,gb-115
DB19205,mak-683
DB19206,ono-5334
DB19207,me-4(18f)dg
DB19208,zed-1227
DB19209,ruzinurad
DB19210,sx-682
DB19211,cp-778875
DB19212,pf-5212372
DB19213,adam i-123
DB19214,lb-102
DB19215,florquinitau (18f)
DB19216,bo-653
DB19217,camlipixant
DB19218,camizestrant
DB19219,autologous ex vivo expanded cd4+-enriched leukocytes treated with the de-methylating agent 5-aza-deoxycytidine
DB19220,pegmusirudin
DB19221,2-(1-(1-(2-chlorophenyl)-2-methoxy-2-oxoethyl)-4-sulfanyl-3-piperidinylidene) acetic acid
DB19222,thk-5351
DB19223,thk-5351 f-18
DB19224,acemannan
DB19225,cocaine esterase (rbp-8000)
DB19226,hepcidin-25
DB19227,human growth hormone-releasing peptide 3
DB19228,zirconium panitumumab zr-89
DB19229,omfiloctocog alfa
DB19230,pegloxenatide
DB19231,quaratusugene ozeplasmid
DB19232,recombinant human kallikrein-1
DB19233,rozibafusp alfa
DB19234,atexakin alfa
DB19235,hemoglobin glutamer-250 (bovine)
DB19236,beperminogene perplasmid
DB19237,arazasetron
DB19238,zotizalkib
DB19239,tigozertinib
DB19240,cetuximab sarotalocan
DB19241,lunresertib
DB19242,eragidomide
DB19243,padnarsertib
DB19244,lixudebart
DB19245,bacillus cereus
DB19246,bacillus coagulans
DB19247,bacillus licheniformis
DB19248,bifidobacterium longum
DB19249,bos taurus colostrum
DB19250,cesium cs-131
DB19251,deuterium oxide
DB19252,ecklonia cava
DB19253,dexepicatechin
DB19254,fallypride f-18
DB19255,gingerol
DB19256,ginsenoside rd
DB19257,ginsenoside rg3
DB19258,glp-1 (7-36) amide
DB19259,growth hormone-releasing peptide 1
DB19260,transferrin aldifitox
DB19261,cannabidiolic acid
DB19262,grifola frondosa whole
DB19263,orellanine
DB19264,ovatodiolide
DB19265,phytochlorin
DB19266,rhenium re-186
DB19267,rhenium re-188
DB19268,romyelocel-l
DB19269,oxb-301
DB19270,obi-833
DB19271,yeast beta-d-glucan
DB19272,taiwanofungus camphoratus fruiting body
DB19273,streptodornase
DB19274,streptococcus salivarius
DB19275,stapuldencel
DB19276,stachyose
DB19277,omilancor
DB19278,zasocitinib
DB19279,peptide-t
DB19280,meppep c-11
DB19281,licochalcone a
DB19282,lacticaseibacillus rhamnosus
DB19283,honokiol
DB19284,pseudomonas aeruginosa
DB19285,hemoglobin glutamer-256 (human)
DB19286,human colostrum
DB19287,fs-1502
DB19288,ophiocordyceps sinensis
DB19289,xanthium sibiricum fruit
DB19290,monophosphoryl lipid a
DB19291,cancer/testis antigen 1
DB19292,vcp2292
DB19293,cdx-301
DB19294,japanese encephalitis virus vaccine inactivated
DB19295,platelet rich plasma
DB19296,linopristin
DB19297,human placenta hydrolysate
DB19298,7mw3711
DB19299,interleukin-12 human recombinant
DB19300,crisugabalin
DB19301,solrikitug
DB19302,recaticimab
DB19303,bemiltenase alfa
DB19304,rem-422
DB19305,jnt-517
DB19306,xk-469 free acid
DB19307,human anti-il-6 monoclonal antibody (pf-04236921)
DB19308,coptisine
DB19309,imm-0306
DB19310,rhodamine 123 free base
DB19311,farglitazar
DB19312,sipoglitazar
DB19313,salvianolic acid b
DB19314,nemonapride
DB19315,zelasudil
DB19316,budoprutug
DB19317,kt-a261
DB19318,pegtarazimod
DB19319,enisoprost
DB19320,influenza a virus a/thailand/8/2022 ivr-237 (h3n2) antigen (propiolactone inactivated)
DB19321,"influenza a virus a/sydney/1304/2022 (h3n2) antigen (mdck cell derived, propiolactone inactivated)"
DB19322,influenza a virus a/massachusetts/18/2022 (h3n2) recombinant hemagglutinin antigen
DB19323,influenza a virus a/thailand/8/2022 ivr-237 (h3n2) antigen (formaldehyde inactivated)
DB19324,"influenza a virus a/thailand/8/2022 ivr-237 antigen (uv, formaldehyde inactivated)"
DB19325,sofpironium
DB19326,sabestomig
DB19327,vilastobart
DB19328,bleximenib
DB19329,azelaprag
DB19330,tomligisiran
DB19331,daplusiran
DB19332,zifibancimig
DB19333,abiprubart
DB19334,nelistotug
DB19335,peginterferon alfacon-2
DB19336,zelquistinel
DB19337,nesvategrast
DB19338,tebapivat
DB19339,maridebart cafraglutide
DB19340,tabirafusp tedromer
DB19341,englumafusp alfa
DB19342,streptococcus pneumoniae type 9n capsular polysaccharide diphtheria crm197 protein conjugate antigen
DB19343,streptococcus pneumoniae type 15a capsular polysaccharide diphtheria crm197 protein conjugate antigen
DB19344,streptococcus pneumoniae type deoac15b capsular polysaccharide diphtheria crm197 protein conjugate antigen
DB19345,streptococcus pneumoniae type 16f capsular polysaccharide diphtheria crm197 protein conjugate antigen
DB19346,streptococcus pneumoniae type 17f capsular polysaccharide diphtheria crm197 protein conjugate antigen
DB19347,streptococcus pneumoniae type 20a capsular polysaccharide diphtheria crm197 protein conjugate antigen
DB19348,streptococcus pneumoniae type 23a capsular polysaccharide diphtheria crm197 protein conjugate antigen
DB19349,streptococcus pneumoniae type 23b capsular polysaccharide diphtheria crm197 protein conjugate antigen
DB19350,streptococcus pneumoniae type 24f capsular polysaccharide diphtheria crm197 protein conjugate antigen
DB19351,streptococcus pneumoniae type 31 capsular polysaccharide diphtheria crm197 protein conjugate antigen
DB19352,streptococcus pneumoniae type 35b capsular polysaccharide diphtheria crm197 protein conjugate antigen
DB19353,benzgalantamine
DB19354,hydrastine
DB19355,chlorindanol
DB19356,carboprost
DB19357,salicin
DB19358,chlorisondamine
DB19359,hydrastinine
DB19360,latanoprost acid
DB19361,aurothioglycanide
DB19362,glyceryl monocaprylate
DB19363,mephenesin carbamate
DB19364,azaribine
DB19365,aminometradine
DB19367,tiphenamil
DB19368,amisometradine
DB19369,mitomycin a
DB19370,methylhexaneamine
DB19371,nithiamide
DB19372,zoxazolamine
DB19373,phenaglycodol
DB19374,octodrine
DB19375,chlorothymol
DB19376,salicylanilide
DB19377,santonin
DB19378,megestrol
DB19379,syrosingopine
DB19380,parethoxycaine
DB19381,azacyclonol
DB19382,benzoylpas
DB19383,pentapiperium
DB19384,propionate ion
DB19385,asm-024 cation
DB19386,miramistin ion
DB19387,acetomenaphthone
DB19389,ion356
DB19390,ba1301
DB19397,azd8630
DB19408,calcimycin
DB19409,fosigotifator
DB19410,evalstotug
DB19411,coramitug
DB19412,xempritolimod
DB19413,influenza a virus a/thailand/8/2022 ivr-237 (h3n2) whole
DB19414,cx-046684
DB19415,cemivameran
DB19416,mevonlerbart
DB19417,bremzalerbart
DB19418,atisnolerbart
DB19419,azadirachtin
DB19420,tnb-486
DB19425,mosliciguat
DB19433,dt-dec01
DB19434,epoetin beta
DB19436,l-lysyl-l-arginine
DB19437,pralurbactam
DB19438,sabirnetug
DB19439,atilotrelvir
DB19440,firazorexton
DB19441,brenetafusp
DB19442,petrelintide
DB19443,zuberitamab
DB19444,duvakitug
DB19445,rocbrutinib
DB19446,tulmimetostat
DB19447,raludotatug deruxtecan
DB19448,dorocubicel
DB19449,um-171
DB19450,tdi-01
DB19451,ibuzatrelvir
DB19452,exidavnemab
DB19453,imciromab pentetate
DB19454,cetyl oleate
DB19455,cetyl myristoleate
DB19456,cetyl palmitoleate
DB19457,butaselen
DB19458,spirofylline
DB19459,quinezamide
DB19460,darsidomine
DB19461,metioxate
DB19462,picotrin
DB19463,ambasilide
DB19464,imarikiren
DB19465,clometherone
DB19466,panamesine
DB19467,mitoclomine
DB19468,cipemastat
DB19469,safotibant
DB19470,cianopramine
DB19471,nupafant
DB19472,salnacedin
DB19473,empesertib
DB19474,botiacrine
DB19475,betoxycaine
DB19476,guanoxyfen
DB19477,levonantradol
DB19478,fuzapladib
DB19479,prifelone
DB19480,timefurone
DB19481,zalospirone
DB19482,denbufylline
DB19483,pizuglanstat
DB19484,diclometide
DB19485,cinfenoac
DB19486,tasidotin
DB19487,enfenamic acid
DB19488,detirelix
DB19489,flopropione
DB19490,zaurategrast
DB19491,valategrast
DB19492,mitonafide
DB19493,sorbitan monooleate
DB19494,delfaprazine
DB19495,xantocillin
DB19496,acorafloxacin
DB19497,clofexamide
DB19498,cinuperone
DB19499,indolidan
DB19500,mivotilate
DB19501,thiofuradene
DB19502,ibrolipim
DB19503,enoxamast
DB19504,metyridine
DB19505,panidazole
DB19506,firuglipel
DB19507,ilonidap
DB19508,telenzepine
DB19509,phenamazoline
DB19510,examorelin
DB19511,mecloqualone
DB19512,niprofazone
DB19513,cefoselis
DB19514,propyl docetrizoate
DB19515,estrofurate
DB19516,terbequinil
DB19517,ritolukast
DB19518,anilamate
DB19519,nicotredole
DB19520,nafcaproic acid
DB19521,lixazinone
DB19522,elisidepsin
DB19523,difluanine
DB19524,acedapsone
DB19525,milacemide
DB19526,clogestone
DB19527,tibenzate
DB19528,saripidem
DB19529,doxenitoin
DB19530,tioxacin
DB19531,derquantel
DB19532,cafaminol
DB19533,isocromil
DB19534,modaline
DB19535,alafosfalin
DB19536,oxaflumazine
DB19537,carbazeran
DB19538,sematilide
DB19539,valnivudine
